R.date,R.date.Nut,SITE,ELEVATION,REPLICATE,R.replicate,SEASON,YEAR,S.date,t.units,BUSCAR,L.FW,L.DW,Ri.FW,Ri.DW,Ro.FW,Ro.DW,BG.FW,BG.DW,T.DW,AG.BG.FW,AG.BG.DW,dens.TOT,SDW,%N.L.DW,d15N.L.DW,%C.L.DW,d13C.L.DW,Bus.Nut,NH4.uM.mean,NO2.uM.mean,NO3.uM.mean,PO4.uM.mean,NH4.uM.q2,NO2.uM.q2,NO3.uM.q2,PO4.uM.q2,Tair.degC.q2,T.d.min.q2,T.d.max.q2,Ed.mol_m2d.q2,siteB,EzSITE.mol_m2d.q2
14/06/2007,NA,CN3,-0.5,A,1,SUMMER,2007,30/06/2007,10,39247-CN3-A,1221.2625,177.3775,331.2175,41.4325,181.26,54.71,512.4775,96.1425,273.52,2383,1845,300,4071,1.8,3.3,30.9,-8.1,SUMMER2007,1.7185,196,605,0.2475,1.7185,196,605,0.2475,20.23686563,17.2416,23.4639,61.79874254,37801-CN3,12.13648772
14/06/2007,NA,CN3,-0.5,B,2,SUMMER,2007,30/06/2007,10,39247-CN3-B,1286.6675,222.3575,589.63,149235,813485,144915,1403115,294.15,516.5075,917,756,725,1775,NA,NA,NA,NA,SUMMER2007,1.7185,196,605,0.2475,1.7185,196,605,0.2475,20.23686563,17.2416,23.4639,61.79874254,37801-CN3,12.13648772
03/07/2007,NA,CN3,-0.5,A,3,SUMMER,2007,30/06/2007,10,39266-CN3-A,830,183.35,235,93.4075,270,50.4025,505,143.81,327.16,1644,1275,325,2554,1.7,3.3,30.69,-8.9,SUMMER2007,1.7185,196,605,0.2475,1.7185,196,605,0.2475,20.23686563,17.2416,23.4639,61.79874254,37801-CN3,12.13648772
03/07/2007,NA,CN3,-0.5,B,4,SUMMER,2007,30/06/2007,10,39266-CN3-B,1735,279.0025,550,202.61,660,141775,1210,344385,623.3875,1434,0.81,525,3305,2.25,3.2,32.7,-10.1,SUMMER2007,1.7185,196,605,0.2475,1.7185,196,605,0.2475,20.23686563,17.2416,23.4639,61.79874254,37801-CN3,12.13648772
16/07/2007,NA,CN3,-0.5,A,5,SUMMER,2007,30/06/2007,10,39279-CN3-A,2022.5,293.1825,460,111.38,377.5,65.0325,837.5,176.4125,469595,2415,1662,875,2311,NA,NA,NA,NA,SUMMER2007,1.7185,196,605,0.2475,1.7185,196,605,0.2475,20.23686563,17.2416,23.4639,61.79874254,37801-CN3,12.13648772
16/07/2007,NA,CN3,-0.5,B,6,SUMMER,2007,30/06/2007,10,39279-CN3-B,2360,275.1425,432.5,93485,550,85635,982.5,179.12,454.2625,2402,1536,625,3776,NA,NA,NA,NA,SUMMER2007,1.7185,196,605,0.2475,1.7185,196,605,0.2475,20.23686563,17.2416,23.4639,61.79874254,37801-CN3,12.13648772
27/09/2007,27/09/2007,CN3,-0.5,A,1,FALL,2007,14/10/2007,11,39352-CN3-A,1164.25,151.4225,345.5,88.84,589.5,103.66,935,192.5,343.9225,1245,787,650,1791,2.36,4,34.23,-10.1,FALL2007,1081,0.9345,3,0.0735,1081,0.9345,3,0.0735,22.11917396,19.7796,25.3905,41.75805171,37907-CN3,7.1100563
27/09/2007,27/09/2007,CN3,-0.5,B,2,FALL,2007,14/10/2007,11,39352-CN3-B,725.25,97465,379.25,102.0875,429,79.7275,808.25,181815,279.28,897,536,375,1934,NA,NA,NA,NA,FALL2007,1081,0.9345,3,0.0735,1081,0.9345,3,0.0735,22.11917396,19.7796,25.3905,41.75805171,37907-CN3,7.1100563
18/10/2007,NA,CN3,-0.5,A,3,FALL,2007,14/10/2007,11,39373-CN3-A,591,88.65,464425,108.85,407.85,64.4,872275,173.25,261.9,678,512,475,1244,2.36,2.9,32.96,-9.3,FALL2007,1081,0.9345,3,0.0735,1081,0.9345,3,0.0735,22.11917396,19.7796,25.3905,41.75805171,37907-CN3,7.1100563
18/10/2007,NA,CN3,-0.5,B,4,FALL,2007,14/10/2007,11,39373-CN3-B,987925,151.85,324.05,89.2,342125,64.75,666175,153.95,305.8,1483,986,475,2.08,2.05,3.7,31.79,-10.2,FALL2007,1081,0.9345,3,0.0735,1081,0.9345,3,0.0735,22.11917396,19.7796,25.3905,41.75805171,37907-CN3,7.1100563
30/10/2007,NA,CN3,-0.5,A,5,FALL,2007,14/10/2007,11,39385-CN3-A,1325,182.5,691.25,163.75,685,125,1376.25,288.75,471.25,963,632,525,2524,2.25,2.7,31.29,-10.6,FALL2007,1081,0.9345,3,0.0735,1081,0.9345,3,0.0735,22.11917396,19.7796,25.3905,41.75805171,37907-CN3,7.1100563
30/10/2007,NA,CN3,-0.5,B,6,FALL,2007,14/10/2007,11,39385-CN3-B,1377.7175,172.7175,198965,56465,353.1125,65.6125,552.0775,122.0775,294795,2496,1415,250,5511,2.13,4.3,30.31,-10.8,FALL2007,1081,0.9345,3,0.0735,1081,0.9345,3,0.0735,22.11917396,19.7796,25.3905,41.75805171,37907-CN3,7.1100563
11/01/2008,NA,CN3,-0.5,A,1,WINTER,2008,24/01/2008,12,39458-CN3-A,139.25,22,143,31.25,149.5,27.25,292.5,58.5,80.5,476,376,250,557,2.69,3,36.64,-12.2,WINTER2008,277,272,0.5,42,277,272,0.5,42,13.38719896,11.0352,16.2193,22.16668575,38009-CN3,4.174274748
11/01/2008,NA,CN3,-0.5,B,2,WINTER,2008,24/01/2008,12,39458-CN3-B,175,31.75,211.5,48.25,197.25,33,408.75,81.25,113,428,391,450,389,NA,NA,NA,NA,WINTER2008,277,272,0.5,42,277,272,0.5,42,13.38719896,11.0352,16.2193,22.16668575,38009-CN3,4.174274748
24/01/2008,NA,CN3,-0.5,A,3,WINTER,2008,24/01/2008,12,39471-CN3-A,249.5,45.5,366445,58,276,57.25,642445,115.25,160.75,388,395,375,665,2.69,2.9,39.03,-12.8,WINTER2008,277,272,0.5,42,277,272,0.5,42,13.38719896,11.0352,16.2193,22.16668575,38009-CN3,4.174274748
24/01/2008,NA,CN3,-0.5,B,4,WINTER,2008,24/01/2008,12,39471-CN3-B,204.75,23,167.75,38.5,301.75,41.25,469.5,79.75,102.75,436,288,275,745,2.11,3.6,34.46,-11.2,WINTER2008,277,272,0.5,42,277,272,0.5,42,13.38719896,11.0352,16.2193,22.16668575,38009-CN3,4.174274748
08/02/2008,NA,CN3,-0.5,A,5,WINTER,2008,24/01/2008,12,39486-CN3-A,41.6825,6.1375,168565,27.33,254.6425,35.18,423.2075,62.51,68.6475,98,98,175,238,2.5,3.6,34.02,-10,WINTER2008,277,272,0.5,42,277,272,0.5,42,13.38719896,11.0352,16.2193,22.16668575,38009-CN3,4.174274748
08/02/2008,NA,CN3,-0.5,B,6,WINTER,2008,24/01/2008,12,39486-CN3-B,164.25,31.75,753.31,164.5,822,142.5,1575.31,307,338.75,104,103,300,548,2.1,3.8,37.13,-11,WINTER2008,277,272,0.5,42,277,272,0.5,42,13.38719896,11.0352,16.2193,22.16668575,38009-CN3,4.174274748
09/04/2008,NA,CN3,-0.5,A,1,SPRING,2008,29/04/2008,13,39547-CN3-A,1232.75,160.25,709.75,149.75,968.5,143.5,1678.25,293.25,453.5,735,546,775,1591,NA,NA,NA,NA,SPRING2008,NA,NA,NA,NA,NA,NA,NA,NA,15.49470104,12.5988,17.9723,50.28303457,38105-CN3,9.873802835
09/04/2008,NA,CN3,-0.5,B,2,SPRING,2008,29/04/2008,13,39547-CN3-B,772.5,100,365,75,536.5,86.5,901.5,161.5,261.5,857,619,625,1236,1.64,4.8,31.01,-12.8,SPRING2008,NA,NA,NA,NA,NA,NA,NA,NA,15.49470104,12.5988,17.9723,50.28303457,38105-CN3,9.873802835
21/04/2008,21/04/2008,CN3,-0.5,A,3,SPRING,2008,29/04/2008,13,39559-CN3-A,815,115.5,627.5,123.75,488.25,76.25,1115.75,200,315.5,0.73,578,625,1304,2.44,3,37.4,-11.9,SPRING2008,NA,NA,NA,NA,NA,NA,NA,NA,15.49470104,12.5988,17.9723,50.28303457,38105-CN3,9.873802835
21/04/2008,21/04/2008,CN3,-0.5,B,4,SPRING,2008,29/04/2008,13,39559-CN3-B,424,58,311.25,62,517,80,828.25,142,200,512,408,500,848,2.4135404,4.7162558,33.0491918,-8.7971619,SPRING2008,NA,NA,NA,NA,NA,NA,NA,NA,15.49470104,12.5988,17.9723,50.28303457,38105-CN3,9.873802835
05/05/2008,NA,CN3,-0.5,A,5,SPRING,2008,29/04/2008,13,39573-CN3-A,329.25,53125,412.45,80275,447.95,89.75,860.4,170025,223.15,383,312,250,1317,2.19,3.3,34.61,-8,SPRING2008,NA,NA,NA,NA,NA,NA,NA,NA,15.49470104,12.5988,17.9723,50.28303457,38105-CN3,9.873802835
05/05/2008,NA,CN3,-0.5,B,6,SPRING,2008,29/04/2008,13,39573-CN3-B,1263.75,165.5,249.5,51,405,63.25,654.5,114.25,279.75,1931,1449,700,1805,2.13,4.1,32.74,-11,SPRING2008,NA,NA,NA,NA,NA,NA,NA,NA,15.49470104,12.5988,17.9723,50.28303457,38105-CN3,9.873802835
04/07/2008,NA,CN3,-0.5,A,1,SUMMER,2008,16/07/2008,14,39633-CN3-A,3407.5,417.5,1260,262.5,840,125,2100,387.5,805,1623,1077,900,3786,NA,NA,NA,NA,SUMMER2008,1053,0.76625,0.36725,0.32375,0.9145,0.8475,0.2825,0.2895,23.62853854,19.3316,27.9583,64.87371781,38183-CN3,12.91836438
04/07/2008,NA,CN3,-0.5,B,2,SUMMER,2008,16/07/2008,14,39633-CN3-B,1792.5,250,377.5,85,397.5,65,775,150,400,2313,1667,375,4.78,NA,NA,NA,NA,SUMMER2008,1053,0.76625,0.36725,0.32375,0.9145,0.8475,0.2825,0.2895,23.62853854,19.3316,27.9583,64.87371781,38183-CN3,12.91836438
18/07/2008,NA,CN3,-0.5,A,3,SUMMER,2008,16/07/2008,14,39647-CN3-A,1789955,213.4,658.98,139.6625,459.6225,69.0375,1118.6025,208.7,422.1,1.6,1023,375,4773,2.2,3.2,32.77,-9.2,SUMMER2008,1053,0.76625,0.36725,0.32375,0.9145,0.8475,0.2825,0.2895,23.62853854,19.3316,27.9583,64.87371781,38183-CN3,12.91836438
18/07/2008,NA,CN3,-0.5,B,4,SUMMER,2008,16/07/2008,14,39647-CN3-B,1922.5,227.07,565,117.76,510,66.9625,1075,184.7225,411.7925,1788,1229,425,4524,2.49,3.3,37.45,-10.1,SUMMER2008,1053,0.76625,0.36725,0.32375,0.9145,0.8475,0.2825,0.2895,23.62853854,19.3316,27.9583,64.87371781,38183-CN3,12.91836438
30/07/2008,30/07/2008,CN3,-0.5,A,5,SUMMER,2008,16/07/2008,14,39659-CN3-A,325,46.85,215,56,182.5,28,397.5,84,130.85,818,558,25,13,1.9640623,3.7069201,33.494788,-7.995095,SUMMER2008,1053,0.76625,0.36725,0.32375,0.9145,0.8475,0.2825,0.2895,23.62853854,19.3316,27.9583,64.87371781,38183-CN3,12.91836438
30/07/2008,30/07/2008,CN3,-0.5,B,6,SUMMER,2008,16/07/2008,14,39659-CN3-B,785,118.25,487.5,130175,895,150.25,1382.5,280425,398675,568,422,475,1653,2.01,4.1,30.18,-9.4,SUMMER2008,1053,0.76625,0.36725,0.32375,0.9145,0.8475,0.2825,0.2895,23.62853854,19.3316,27.9583,64.87371781,38183-CN3,12.91836438
15/10/2008,NA,CN3,-0.5,A,1,FALL,2008,29/10/2008,15,39736-CN3-A,1108025,148545,342125,85.72,545.5025,97045,887.6275,182765,331.31,1248,813,400,2.77,NA,NA,NA,NA,FALL2008,1.5245,956,6.3225,42,1.5245,956,6.3225,42,20.07659375,17.3621,23.1758,31.03209931,38288-CN3,5.989824798
15/10/2008,NA,CN3,-0.5,B,2,FALL,2008,29/10/2008,15,39736-CN3-B,581.4925,76.5975,1014655,277435,835.7225,143895,1850.3775,421.33,497.9275,314,182,475,1224,NA,NA,NA,NA,FALL2008,1.5245,956,6.3225,42,1.5245,956,6.3225,42,20.07659375,17.3621,23.1758,31.03209931,38288-CN3,5.989824798
29/10/2008,29/10/2008,CN3,-0.5,A,3,FALL,2008,29/10/2008,15,39750-CN3-A,509975,67335,257545,69.6875,490.4825,95135,748.0275,164.8225,232.1575,682,409,325,1569,NA,NA,NA,NA,FALL2008,1.5245,956,6.3225,42,1.5245,956,6.3225,42,20.07659375,17.3621,23.1758,31.03209931,38288-CN3,5.989824798
29/10/2008,29/10/2008,CN3,-0.5,B,4,FALL,2008,29/10/2008,15,39750-CN3-B,915.7225,110.5175,251.3775,50.1975,360835,63.3975,612.2125,113595,224.1125,1496,973,375,2442,2.2918378,2.3875965,33.0516621,-8.1812841,FALL2008,1.5245,956,6.3225,42,1.5245,956,6.3225,42,20.07659375,17.3621,23.1758,31.03209931,38288-CN3,5.989824798
28/01/2009,28/01/2009,CN3,-0.5,A,1,WINTER,2009,10/02/2009,16,39841-CN3-A,172.11,25.29,179845,38.1925,197.7875,33885,377.6325,72.0775,97.3675,456,351,250,688,3.1005884,2.502976,40.4007849,-10.501497,WINTER2009,804,1163,16.1615,0.1105,804,1163,16.1615,0.1105,12.28801458,10.0871,14.3849,18.41027526,38392-CN3,3.60368506
28/01/2009,28/01/2009,CN3,-0.5,B,2,WINTER,2009,10/02/2009,16,39841-CN3-B,212.0075,36155,134.7775,20735,173,31565,307.7775,52.3,88455,689,691,325,652,NA,NA,NA,NA,WINTER2009,804,1163,16.1615,0.1105,804,1163,16.1615,0.1105,12.28801458,10.0871,14.3849,18.41027526,38392-CN3,3.60368506
10/02/2009,10/02/2009,CN3,-0.5,A,3,WINTER,2009,10/02/2009,16,39854-CN3-A,335.5375,56.6825,187.19,44455,303975,59.8,491165,104255,160.9375,683,544,375,895,2.9420182,3.4450747,36.3079141,-10.5045459,WINTER2009,804,1163,16.1615,0.1105,804,1163,16.1615,0.1105,12.28801458,10.0871,14.3849,18.41027526,38392-CN3,3.60368506
10/02/2009,10/02/2009,CN3,-0.5,B,4,WINTER,2009,10/02/2009,16,39854-CN3-B,258.0175,41.8075,127865,28.0075,361075,59.1825,488.94,87.19,128.9975,528,479,400,645,2.4340649,6.1240222,34.620794,-10.4515324,WINTER2009,804,1163,16.1615,0.1105,804,1163,16.1615,0.1105,12.28801458,10.0871,14.3849,18.41027526,38392-CN3,3.60368506
25/02/2009,25/02/2009,CN3,-0.5,A,5,WINTER,2009,10/02/2009,16,39869-CN3-A,128.6625,19.4325,207.28,44.09,302.8075,44.5575,510.0875,88.6475,108.08,252,219,275,468,2.8076174,1.7956765,32.9455449,-9.9426048,WINTER2009,804,1163,16.1615,0.1105,804,1163,16.1615,0.1105,12.28801458,10.0871,14.3849,18.41027526,38392-CN3,3.60368506
25/02/2009,25/02/2009,CN3,-0.5,B,6,WINTER,2009,10/02/2009,16,39869-CN3-B,257085,35.2825,196.32,43.1775,257.95,45.38,454.27,88.5575,123.84,566,398,225,1143,2.70909,4.0661174,34.7746953,-8.9130201,WINTER2009,804,1163,16.1615,0.1105,804,1163,16.1615,0.1105,12.28801458,10.0871,14.3849,18.41027526,38392-CN3,3.60368506
27/04/2009,27/04/2009,CN3,-0.5,A,1,SPRING,2009,09/05/2009,17,39930-CN3-A,773.7,97.5675,502.1425,102.52,718.11,104035,1220.2525,206555,304.1225,634,472,550,1407,2.6026945,5.1103018,31.1491698,-7.5976854,SPRING2009,1663,0.8585,887,42,1663,0.8585,887,42,14.92671042,11.8672,18.0279,55.10005171,38480-CN3,10.70512389
27/04/2009,27/04/2009,CN3,-0.5,B,2,SPRING,2009,09/05/2009,17,39930-CN3-B,1172.23,149.4175,588.8575,108.76,616.8425,82725,1205.7,191485,340.9025,972,0.78,600,1954,NA,NA,NA,NA,SPRING2009,1663,0.8585,887,42,1663,0.8585,887,42,14.92671042,11.8672,18.0279,55.10005171,38480-CN3,10.70512389
07/05/2009,07/05/2009,CN3,-0.5,A,3,SPRING,2009,09/05/2009,17,39940-CN3-A,392665,31.38,181775,30.42,0,0,181775,30.42,61.8,2.16,1032,300,1309,NA,NA,NA,NA,SPRING2009,1663,0.8585,887,42,1663,0.8585,887,42,14.92671042,11.8672,18.0279,55.10005171,38480-CN3,10.70512389
07/05/2009,07/05/2009,CN3,-0.5,B,4,SPRING,2009,09/05/2009,17,39940-CN3-B,707.72,78185,264.0225,48.8825,394.27,54.72,658.2925,103.6025,181.7875,1075,755,250,2831,2.3710149,4.9770757,35.1539692,-9.1984756,SPRING2009,1663,0.8585,887,42,1663,0.8585,887,42,14.92671042,11.8672,18.0279,55.10005171,38480-CN3,10.70512389
25/05/2009,25/05/2009,CN3,-0.5,A,5,SPRING,2009,09/05/2009,17,39958-CN3-A,1069.9675,154.23,84.6275,12.34,48395,6.4375,133.0225,18.7775,173.0075,8044,8214,550,1945,2.3719261,4.8198088,32.4851747,-7.5054296,SPRING2009,1663,0.8585,887,42,1663,0.8585,887,42,14.92671042,11.8672,18.0279,55.10005171,38480-CN3,10.70512389
25/05/2009,25/05/2009,CN3,-0.5,B,6,SPRING,2009,09/05/2009,17,39958-CN3-B,871.23,136285,335.49,72.9375,498155,88795,833645,161.7325,298.0175,1045,843,450,1936,2.2219094,3.8062627,31.7776236,-6.670046,SPRING2009,1663,0.8585,887,42,1663,0.8585,887,42,14.92671042,11.8672,18.0279,55.10005171,38480-CN3,10.70512389
26/06/2009,26/06/2009,CN3,-0.5,A,1,SUMMER,2009,08/07/2009,18,39990-CN3-A,1017805,121155,88.42,52215,64.78,27.0725,153.2,79.2875,200.4425,6644,1528,525,1939,2.4620368,3.2032794,39.7527199,-7.8245628,SUMMER2009,277,196,145,42,277,196,145,42,22.56871979,19.1793,26298,63.24591261,38540-CN3,12.19826452
26/06/2009,26/06/2009,CN3,-0.5,B,2,SUMMER,2009,08/07/2009,18,39990-CN3-B,454.87,51.7,336485,54.98,450055,61.12,786.54,116.1,167.8,578,445,275,1654,2.6012101,2.4588019,37.1124948,-7.670679,SUMMER2009,277,196,145,42,277,196,145,42,22.56871979,19.1793,26298,63.24591261,38540-CN3,12.19826452
09/07/2009,09/07/2009,CN3,-0.5,A,3,SUMMER,2009,08/07/2009,18,40003-CN3-A,1733.7075,182715,629355,126.9575,426935,64.19,1056.29,191.1475,373.8625,1641,956,500,3467,2.1660702,2.6514644,32.1938572,-7.9790404,SUMMER2009,277,196,145,42,277,196,145,42,22.56871979,19.1793,26298,63.24591261,38540-CN3,12.19826452
09/07/2009,09/07/2009,CN3,-0.5,B,4,SUMMER,2009,08/07/2009,18,40003-CN3-B,1427.6275,181.6,427.0675,105.5625,652.8175,115.57,1079885,221.1325,402.7325,1322,821,475,3006,1.867138,3.4186957,32.5245611,-8.0443948,SUMMER2009,277,196,145,42,277,196,145,42,22.56871979,19.1793,26298,63.24591261,38540-CN3,12.19826452
22/07/2009,22/07/2009,CN3,-0.5,A,5,SUMMER,2009,08/07/2009,18,40016-CN3-A,2030,282.5,442.5,82.5,320,60,762.5,142.5,425,2662,1982,600,3383,2.0246877,3.4504849,30.7242762,-8.1005302,SUMMER2009,277,196,145,42,277,196,145,42,22.56871979,19.1793,26298,63.24591261,38540-CN3,12.19826452
22/07/2009,22/07/2009,CN3,-0.5,B,6,SUMMER,2009,08/07/2009,18,40016-CN3-B,916.6475,120.3575,515.8,104.5475,370.69,57.99,886.49,162.5375,282895,1034,0.74,475,1.93,1.9256333,2.3464612,29.7032559,-8.7951293,SUMMER2009,277,196,145,42,277,196,145,42,22.56871979,19.1793,26298,63.24591261,38540-CN3,12.19826452
19/10/2009,19/10/2009,CN3,-0.5,A,1,FALL,2009,11/11/2009,19,40105-CN3-A,900875,160345,485.75,78.62,761.25,158.24,1247,236.86,397205,722,677,1150,783,2.452868,3.135055,33.5773761,-9.3967789,FALL2009,277,0.21,1637,59,277,0.21,1637,59,20.92245,18107,24.5565,33.2967169,38666-CN3,5.997287787
19/10/2009,19/10/2009,CN3,-0.5,B,2,FALL,2009,11/11/2009,19,40105-CN3-B,1058655,187.5125,490.3225,125.9475,764095,149.9925,1254.4175,275.94,463.4525,844,0.68,725,1.46,2.1250069,3.8885333,29.0368224,-8.9150527,FALL2009,277,0.21,1637,59,277,0.21,1637,59,20.92245,18107,24.5565,33.2967169,38666-CN3,5.997287787
03/11/2009,03/11/2009,CN3,-0.5,A,3,FALL,2009,11/11/2009,19,40120-CN3-A,1087685,257.17,465.4925,131.8175,832.4575,191015,1297.95,322.8325,580.0025,838,797,575,1892,2.378841,2.9424214,33.5206418,-9.4862133,FALL2009,277,0.21,1637,59,277,0.21,1637,59,20.92245,18107,24.5565,33.2967169,38666-CN3,5.997287787
03/11/2009,03/11/2009,CN3,-0.5,B,4,FALL,2009,11/11/2009,19,40120-CN3-B,759.39,122.6075,456,59.2675,837.34,161.9975,1293.34,221265,343.8725,587,554,425,1787,2.1639449,3.5797042,32.26095,-8.4654982,FALL2009,277,0.21,1637,59,277,0.21,1637,59,20.92245,18107,24.5565,33.2967169,38666-CN3,5.997287787
17/11/2009,17/11/2009,CN3,-0.5,A,5,FALL,2009,11/11/2009,19,40134-CN3-A,685.1725,78115,399.4475,99205,481.8925,85405,881.34,184.61,262725,777,423,325,2108,2.4364552,3.2604675,34.1334,-8.6863852,FALL2009,277,0.21,1637,59,277,0.21,1637,59,20.92245,18107,24.5565,33.2967169,38666-CN3,5.997287787
17/11/2009,17/11/2009,CN3,-0.5,B,6,FALL,2009,11/11/2009,19,40134-CN3-B,367.5,85,467.5,112.5,702.5,82.5,1170,195,280,314,436,300,1225,2.312168,2.3946196,34.3920756,-8.0969312,FALL2009,277,0.21,1637,59,277,0.21,1637,59,20.92245,18107,24.5565,33.2967169,38666-CN3,5.997287787
19/01/2010,19/01/2010,CN3,-0.5,A,1,WINTER,2010,10/02/2010,20,40197-CN3-A,926.8675,149415,508.7625,111.6675,998535,202495,1507.2975,314.1625,463.5775,615,476,775,1196,2.6012809,4.9249873,29.9133793,-9.1082474,WINTER2010,5737,1.4345,24.5965,42,5737,1.4345,24.5965,42,13.13309,10.9949,15.6812,16.93022217,38757-CN3,3.550170052
19/01/2010,19/01/2010,CN3,-0.5,B,2,WINTER,2010,10/02/2010,20,40197-CN3-B,286875,34.9525,299.31,58.3925,485.93,71.9125,785.24,130305,165.2575,365,268,400,717,NA,NA,NA,NA,WINTER2010,5737,1.4345,24.5965,42,5737,1.4345,24.5965,42,13.13309,10.9949,15.6812,16.93022217,38757-CN3,3.550170052
04/03/2010,04/03/2010,CN3,-0.5,A,3,WINTER,2010,10/02/2010,20,40241-CN3-A,233,27645,298.5,48.65,400.5,55.5225,699,104.1725,131.8175,333,265,500,466,2.9973694,3.1639987,35.8956704,-9.9426048,WINTER2010,5737,1.4345,24.5965,42,5737,1.4345,24.5965,42,13.13309,10.9949,15.6812,16.93022217,38757-CN3,3.550170052
04/03/2010,04/03/2010,CN3,-0.5,B,4,WINTER,2010,10/02/2010,20,40241-CN3-B,345.25,39.6175,551,93.7925,285.75,36025,836.75,129.8175,169435,413,305,525,658,NA,NA,NA,NA,WINTER2010,5737,1.4345,24.5965,42,5737,1.4345,24.5965,42,13.13309,10.9949,15.6812,16.93022217,38757-CN3,3.550170052
15/04/2010,15/04/2010,CN3,-0.5,A,1,SPRING,2010,30/04/2010,21,40283-CN3-A,709.6275,89355,612.2675,98.46,492105,68.8475,1104.3725,167.3075,256.6625,643,534,500,1419,NA,NA,NA,NA,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN3,9.151494182
15/04/2010,15/04/2010,CN3,-0.5,B,2,SPRING,2010,30/04/2010,21,40283-CN3-B,830115,105.41,1038.4975,188215,504.65,66.71,1543.1475,254925,360335,538,413,450,1845,2.1379081,8.9618383,26.9547972,-8.4300152,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN3,9.151494182
28/04/2010,28/04/2010,CN3,-0.5,A,3,SPRING,2010,30/04/2010,21,40296-CN3-A,187.7225,43.9375,546505,120515,476.8025,96.9,1023.3075,217415,261.3525,183,202,225,834,NA,NA,NA,NA,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN3,9.151494182
28/04/2010,28/04/2010,CN3,-0.5,B,4,SPRING,2010,30/04/2010,21,40296-CN3-B,726.8525,124.6575,705825,132.5275,597.9025,88.1775,1303.7275,220705,345.3625,558,565,475,1.53,2.2259448,5.6944733,30.1376413,-9.718946,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN3,9.151494182
14/05/2010,14/05/2010,CN3,-0.5,A,5,SPRING,2010,30/04/2010,21,40312-CN3-A,648935,81.0475,457865,75.9375,436.8275,55.5475,894.6925,131485,212.5325,725,616,275,2.36,NA,NA,NA,NA,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN3,9.151494182
14/05/2010,14/05/2010,CN3,-0.5,B,6,SPRING,2010,30/04/2010,21,40312-CN3-B,1061.5025,125815,440.01,62.21,387.9725,45.3375,827.9825,107.5475,233.3625,1282,1.17,500,2123,NA,NA,NA,NA,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN3,9.151494182
28/06/2010,NA,CN3,-0.5,A,1,SUMMER,2010,13/07/2010,22,40357-CN3-A,761.5,102.2375,827.5,162.9225,566.75,90.59,1394.25,253.5125,355.75,546,403,475,1603,NA,NA,NA,NA,SUMMER2010,277,196,145,42,277,196,145,42,22.13057,18.7878,25584,62.02376989,38910-CN3,12.72956766
28/06/2010,NA,CN3,-0.5,B,2,SUMMER,2010,13/07/2010,22,40357-CN3-B,993,139.64,1473.75,323565,632,99.15,2105.75,422715,562355,472,0.33,625,1589,NA,NA,NA,NA,SUMMER2010,277,196,145,42,277,196,145,42,22.13057,18.7878,25584,62.02376989,38910-CN3,12.72956766
14/07/2010,NA,CN3,-0.5,A,3,SUMMER,2010,13/07/2010,22,40373-CN3-A,1246,139.3075,269.25,60.9125,238.5,42.6075,507.75,103.52,242.8275,2454,1346,400,3115,NA,NA,NA,NA,SUMMER2010,277,196,145,42,277,196,145,42,22.13057,18.7878,25584,62.02376989,38910-CN3,12.72956766
14/07/2010,NA,CN3,-0.5,B,4,SUMMER,2010,13/07/2010,22,40373-CN3-B,3349.5,401345,842,189.4125,772.25,110.07,1614.25,299.4825,700.8275,2075,1.34,525,6.38,NA,NA,NA,NA,SUMMER2010,277,196,145,42,277,196,145,42,22.13057,18.7878,25584,62.02376989,38910-CN3,12.72956766
28/07/2010,NA,CN3,-0.5,A,5,SUMMER,2010,13/07/2010,22,40387-CN3-A,1507.75,184775,1051.75,220.0525,557.75,82.9725,1609.5,303025,487.8,937,0.61,425,3548,NA,NA,NA,NA,SUMMER2010,277,196,145,42,277,196,145,42,22.13057,18.7878,25584,62.02376989,38910-CN3,12.72956766
28/07/2010,NA,CN3,-0.5,B,6,SUMMER,2010,13/07/2010,22,40387-CN3-B,1831.75,279.14,913,222325,791.5,112.3875,1704.5,334.7125,613.8525,1075,834,575,3186,NA,NA,NA,NA,SUMMER2010,277,196,145,42,277,196,145,42,22.13057,18.7878,25584,62.02376989,38910-CN3,12.72956766
08/10/2010,NA,CN3,-0.5,A,1,FALL,2010,24/10/2010,23,40459-CN3-A,1160.75,185.61,466,120.9775,480,82.0975,946,203075,388685,1227,914,225,5159,NA,NA,NA,NA,FALL2010,1064,315,1476,42,1064,315,1476,42,20.60568,18.3532,23.5628,37.53760774,39013-CN3,6.662790087
